------------- 2 THREADS -----------------

32768, 33792, 8, 0, 9
32768, 33792, 16, 0, 9
32768, 33792, 32, 0, 9
32768, 33792, 64, 1, 10
32768, 33792, 128, 2, 11
32768, 33792, 256, 4, 12
32768, 33792, 512, 8, 16
32768, 33792, 1024, 17, 24
32768, 33792, 2048, 33, 41
32768, 33792, 4096, 67, 82
32768, 33792, 8192, 133, 148
32768, 33792, 16384, 269, 279
32768, 33792, 32768, 539, 565
65536, 66560, 2, 0, 0
65536, 66560, 4, 0, 9
65536, 66560, 8, 0, 9
65536, 66560, 16, 0, 9
65536, 66560, 32, 0, 9
65536, 66560, 64, 1, 10
65536, 66560, 128, 2, 11
65536, 66560, 256, 4, 13
65536, 66560, 512, 8, 15
65536, 66560, 1024, 15, 33
65536, 66560, 2048, 30, 39
65536, 66560, 4096, 62, 69
65536, 66560, 8192, 125, 142
65536, 66560, 16384, 249, 266
65536, 66560, 32768, 499, 499
131072, 132096, 2, 0, 0
131072, 132096, 4, 0, 9
131072, 132096, 8, 0, 9
131072, 132096, 16, 0, 9
131072, 132096, 32, 0, 9
131072, 132096, 64, 1, 11
131072, 132096, 128, 2, 10
131072, 132096, 256, 3, 12
131072, 132096, 512, 7, 15
131072, 132096, 1024, 14, 22
131072, 132096, 2048, 29, 36
131072, 132096, 4096, 58, 69
131072, 132096, 8192, 117, 124
131072, 132096, 16384, 234, 252
131072, 132096, 32768, 469, 502
262144, 263168, 2, 0, 0
262144, 263168, 4, 0, 8
262144, 263168, 8, 0, 9
262144, 263168, 16, 0, 9
262144, 263168, 32, 0, 9
262144, 263168, 64, 1, 10
262144, 263168, 128, 2, 10
262144, 263168, 256, 3, 12
262144, 263168, 512, 7, 15
262144, 263168, 1024, 15, 23
262144, 263168, 2048, 30, 39
262144, 263168, 4096, 59, 69
262144, 263168, 8192, 119, 130
262144, 263168, 16384, 238, 251
262144, 263168, 32768, 478, 533
524288, 525312, 2, 0, 0
524288, 525312, 4, 0, 9
524288, 525312, 8, 0, 9
524288, 525312, 16, 0, 9
524288, 525312, 32, 0, 9
524288, 525312, 64, 1, 10
524288, 525312, 128, 2, 10
524288, 525312, 256, 3, 12
524288, 525312, 512, 7, 17
524288, 525312, 1024, 14, 22
524288, 525312, 2048, 29, 37
524288, 525312, 4096, 59, 71
524288, 525312, 8192, 117, 126
524288, 525312, 16384, 235, 258
524288, 525312, 32768, 468, 509
1048576, 1049600, 2, 0, 0
1048576, 1049600, 4, 0, 9
1048576, 1049600, 8, 0, 8
1048576, 1049600, 16, 0, 9
1048576, 1049600, 32, 0, 12
1048576, 1049600, 64, 1, 12
1048576, 1049600, 128, 2, 13
1048576, 1049600, 256, 4, 12
1048576, 1049600, 512, 8, 16
1048576, 1049600, 1024, 16, 23
1048576, 1049600, 2048, 32, 41
1048576, 1049600, 4096, 64, 76
1048576, 1049600, 8192, 129, 128
1048576, 1049600, 16384, 257, 249
1048576, 1049600, 32768, 515, 515
2097152, 2098176, 2, 0, 0
2097152, 2098176, 4, 0, 9
2097152, 2098176, 8, 0, 8
2097152, 2098176, 16, 0, 9
2097152, 2098176, 32, 0, 10
2097152, 2098176, 64, 1, 10
2097152, 2098176, 128, 2, 11
2097152, 2098176, 256, 4, 12
2097152, 2098176, 512, 8, 16
2097152, 2098176, 1024, 15, 24
2097152, 2098176, 2048, 31, 39
2097152, 2098176, 4096, 61, 70
2097152, 2098176, 8192, 123, 132
2097152, 2098176, 16384, 246, 262
2097152, 2098176, 32768, 494, 504
4194304, 4195328, 2, 0, 0
4194304, 4195328, 4, 0, 9
4194304, 4195328, 8, 0, 9
4194304, 4195328, 16, 0, 9
4194304, 4195328, 32, 0, 9
4194304, 4195328, 64, 1, 10
4194304, 4195328, 128, 2, 11
4194304, 4195328, 256, 4, 12
4194304, 4195328, 512, 8, 17
4194304, 4195328, 1024, 17, 26
4194304, 4195328, 2048, 34, 43
4194304, 4195328, 4096, 69, 81
4194304, 4195328, 8192, 138, 140
4194304, 4195328, 16384, 276, 280
4194304, 4195328, 32768, 554, 593
8388608, 8389632, 2, 0, 0
8388608, 8389632, 4, 0, 9
8388608, 8389632, 8, 0, 9
8388608, 8389632, 16, 0, 9
8388608, 8389632, 32, 0, 9
8388608, 8389632, 64, 1, 10
8388608, 8389632, 128, 2, 12
8388608, 8389632, 256, 4, 12
8388608, 8389632, 512, 7, 15
8388608, 8389632, 1024, 15, 24
8388608, 8389632, 2048, 31, 37
8388608, 8389632, 4096, 62, 68
8388608, 8389632, 8192, 124, 138
8388608, 8389632, 16384, 248, 266
8388608, 8389632, 32768, 496, 502
16777216, 16778240, 2, 0, 0
16777216, 16778240, 4, 0, 9
16777216, 16778240, 8, 0, 9
16777216, 16778240, 16, 0, 9
16777216, 16778240, 32, 0, 10
16777216, 16778240, 64, 1, 10
16777216, 16778240, 128, 2, 11
16777216, 16778240, 256, 3, 12
16777216, 16778240, 512, 7, 15
16777216, 16778240, 1024, 14, 22
16777216, 16778240, 2048, 28, 36
16777216, 16778240, 4096, 58, 65
16777216, 16778240, 8192, 116, 120
16777216, 16778240, 16384, 232, 249
16777216, 16778240, 32768, 462, 486
33554432, 33555456, 2, 0, 0
33554432, 33555456, 4, 0, 9
33554432, 33555456, 8, 0, 10
33554432, 33555456, 16, 0, 10
33554432, 33555456, 32, 0, 9
33554432, 33555456, 64, 1, 11
33554432, 33555456, 128, 2, 11
33554432, 33555456, 256, 4, 13
33554432, 33555456, 512, 8, 17
33554432, 33555456, 1024, 17, 25
33554432, 33555456, 2048, 35, 43
33554432, 33555456, 4096, 69, 75
33554432, 33555456, 8192, 139, 147
33554432, 33555456, 16384, 276, 271
33554432, 33555456, 32768, 557, 538
67108864, 67109888, 2, 0, 0
67108864, 67109888, 4, 0, 9
67108864, 67109888, 8, 0, 9
67108864, 67109888, 16, 0, 13
67108864, 67109888, 32, 0, 13
67108864, 67109888, 64, 1, 11
67108864, 67109888, 128, 2, 11
67108864, 67109888, 256, 3, 12
67108864, 67109888, 512, 7, 15
67108864, 67109888, 1024, 14, 23
67108864, 67109888, 2048, 28, 36
67108864, 67109888, 4096, 55, 61
67108864, 67109888, 8192, 112, 133
67108864, 67109888, 16384, 224, 234
67108864, 67109888, 32768, 448, 500
134217728, 134218752, 2, 0, 0
134217728, 134218752, 4, 0, 9
134217728, 134218752, 8, 0, 9
134217728, 134218752, 16, 0, 10
134217728, 134218752, 32, 0, 10
134217728, 134218752, 64, 1, 10
134217728, 134218752, 128, 2, 11
134217728, 134218752, 256, 4, 13
134217728, 134218752, 512, 8, 16
134217728, 134218752, 1024, 15, 24
134217728, 134218752, 2048, 31, 42
134217728, 134218752, 4096, 61, 70
134217728, 134218752, 8192, 123, 133
134217728, 134218752, 16384, 246, 282
134217728, 134218752, 32768, 488, 477
268435456, 268436480, 2, 0, 0
268435456, 268436480, 4, 0, 10
268435456, 268436480, 8, 0, 9
268435456, 268436480, 16, 0, 10
268435456, 268436480, 32, 0, 10
268435456, 268436480, 64, 1, 10
268435456, 268436480, 128, 2, 11
268435456, 268436480, 256, 4, 13
268435456, 268436480, 512, 7, 16
268435456, 268436480, 1024, 15, 23
268435456, 268436480, 2048, 30, 37
268435456, 268436480, 4096, 59, 66
268435456, 268436480, 8192, 117, 116
268435456, 268436480, 16384, 234, 245
268435456, 268436480, 32768, 470, 483
536870912, 536871936, 2, 0, 0
536870912, 536871936, 4, 0, 9
536870912, 536871936, 8, 0, 9
536870912, 536871936, 16, 0, 9
536870912, 536871936, 32, 0, 10
536870912, 536871936, 64, 1, 10
536870912, 536871936, 128, 2, 11
536870912, 536871936, 256, 4, 12
536870912, 536871936, 512, 8, 17
536870912, 536871936, 1024, 15, 24
536870912, 536871936, 2048, 30, 39
536870912, 536871936, 4096, 61, 70
536870912, 536871936, 8192, 122, 132
536870912, 536871936, 16384, 245, 251
536870912, 536871936, 32768, 489, 544
1073741824, 1073742848, 2, 0, 0
1073741824, 1073742848, 4, 0, 9
1073741824, 1073742848, 8, 0, 9
1073741824, 1073742848, 16, 0, 10
1073741824, 1073742848, 32, 0, 10
1073741824, 1073742848, 64, 1, 10
1073741824, 1073742848, 128, 2, 11
1073741824, 1073742848, 256, 4, 12
1073741824, 1073742848, 512, 7, 16
1073741824, 1073742848, 1024, 15, 21
1073741824, 1073742848, 2048, 30, 36
1073741824, 1073742848, 4096, 60, 61
1073741824, 1073742848, 8192, 120, 118
1073741824, 1073742848, 16384, 241, 233
1073741824, 1073742848, 32768, 482, 442
2147483648, 2147484672, 2, 0, 0
2147483648, 2147484672, 4, 0, 9
2147483648, 2147484672, 8, 0, 9
2147483648, 2147484672, 16, 0, 10
2147483648, 2147484672, 32, 0, 10
2147483648, 2147484672, 64, 1, 11
2147483648, 2147484672, 128, 2, 12
2147483648, 2147484672, 256, 4, 13
2147483648, 2147484672, 512, 8, 16
2147483648, 2147484672, 1024, 17, 23
2147483648, 2147484672, 2048, 34, 39
2147483648, 2147484672, 4096, 68, 75
2147483648, 2147484672, 8192, 134, 140
2147483648, 2147484672, 16384, 270, 267
2147483648, 2147484672, 32768, 537, 562
4294967296, 4294968320, 2, 0, 0
4294967296, 4294968320, 4, 0, 10
4294967296, 4294968320, 8, 0, 9
4294967296, 4294968320, 16, 0, 9
4294967296, 4294968320, 32, 0, 10
4294967296, 4294968320, 64, 1, 10
4294967296, 4294968320, 128, 2, 11
4294967296, 4294968320, 256, 5, 13
4294967296, 4294968320, 512, 9, 18
4294967296, 4294968320, 1024, 19, 25
4294967296, 4294968320, 2048, 38, 46
4294967296, 4294968320, 4096, 75, 78
4294967296, 4294968320, 8192, 150, 154
4294967296, 4294968320, 16384, 299, 282
4294967296, 4294968320, 32768, 600, 609
8589934592, 8589935616, 2, 2, 4
8589934592, 8589935616, 4, 2, 19
8589934592, 8589935616, 8, 3, 20
8589934592, 8589935616, 16, 4, 17
8589934592, 8589935616, 32, 5, 18
8589934592, 8589935616, 64, 9, 21
8589934592, 8589935616, 128, 16, 28
8589934592, 8589935616, 256, 29, 40
8589934592, 8589935616, 512, 57, 63
8589934592, 8589935616, 1024, 111, 118
8589934592, 8589935616, 2048, 222, 227
8589934592, 8589935616, 4096, 439, 416
8589934592, 8589935616, 8192, 879, 837
8589934592, 8589935616, 16384, 1750, 1581
8589934592, 8589935616, 32768, 3506, 3207
17179869184, 17179870208, 2, 3, 7
17179869184, 17179870208, 4, 3, 20
17179869184, 17179870208, 8, 4, 23
17179869184, 17179870208, 16, 5, 25
17179869184, 17179870208, 32, 7, 23
17179869184, 17179870208, 64, 11, 27
17179869184, 17179870208, 128, 20, 35
17179869184, 17179870208, 256, 37, 48
17179869184, 17179870208, 512, 71, 82
17179869184, 17179870208, 1024, 139, 154
17179869184, 17179870208, 2048, 274, 275
17179869184, 17179870208, 4096, 545, 459
17179869184, 17179870208, 8192, 1084, 1036
17179869184, 17179870208, 16384, 2165, 1884
17179869184, 17179870208, 32768, 4332, 3965
34359738368, 34359739392, 2, 4, 8
34359738368, 34359739392, 4, 4, 23
34359738368, 34359739392, 8, 5, 23
34359738368, 34359739392, 16, 7, 24
34359738368, 34359739392, 32, 10, 42
34359738368, 34359739392, 64, 16, 33
34359738368, 34359739392, 128, 27, 43
34359738368, 34359739392, 256, 51, 66
34359738368, 34359739392, 512, 99, 105
34359738368, 34359739392, 1024, 194, 207
34359738368, 34359739392, 2048, 385, 369
34359738368, 34359739392, 4096, 770, 755
34359738368, 34359739392, 8192, 1534, 1456
34359738368, 34359739392, 16384, 3046, 2658
34359738368, 34359739392, 32768, 6146, 5525
68719476736, 68719477760, 2, 5, 10
68719476736, 68719477760, 4, 5, 44
68719476736, 68719477760, 8, 5, 37
68719476736, 68719477760, 16, 7, 40
68719476736, 68719477760, 32, 9, 31
68719476736, 68719477760, 64, 15, 39
68719476736, 68719477760, 128, 25, 48
68719476736, 68719477760, 256, 47, 70
68719476736, 68719477760, 512, 88, 109
68719476736, 68719477760, 1024, 173, 185
68719476736, 68719477760, 2048, 338, 326
68719476736, 68719477760, 4096, 675, 662
68719476736, 68719477760, 8192, 1335, 1288
68719476736, 68719477760, 16384, 2677, 2476
68719476736, 68719477760, 32768, 5483, 5006
137438953472, 137438954496, 2, 5, 10
137438953472, 137438954496, 4, 5, 27
137438953472, 137438954496, 8, 6, 30
137438953472, 137438954496, 16, 8, 31
137438953472, 137438954496, 32, 12, 35
137438953472, 137438954496, 64, 19, 40
137438953472, 137438954496, 128, 34, 50
137438953472, 137438954496, 256, 64, 80
137438953472, 137438954496, 512, 123, 137
137438953472, 137438954496, 1024, 242, 230
137438953472, 137438954496, 2048, 480, 411
137438953472, 137438954496, 4096, 950, 861
137438953472, 137438954496, 8192, 1906, 1664
137438953472, 137438954496, 16384, 3876, 3250
137438953472, 137438954496, 32768, 7609, 5973
274877906944, 274877907968, 2, 5, 10
274877906944, 274877907968, 4, 5, 27
274877906944, 274877907968, 8, 6, 28
274877906944, 274877907968, 16, 8, 29
274877906944, 274877907968, 32, 10, 31
274877906944, 274877907968, 64, 16, 37
274877906944, 274877907968, 128, 28, 48
274877906944, 274877907968, 256, 51, 66
274877906944, 274877907968, 512, 98, 98
274877906944, 274877907968, 1024, 188, 202
274877906944, 274877907968, 2048, 371, 332
274877906944, 274877907968, 4096, 737, 591
274877906944, 274877907968, 8192, 1469, 1283
274877906944, 274877907968, 16384, 2946, 2538
274877906944, 274877907968, 32768, 5880, 4902
549755813888, 549755814912, 2, 6, 12
549755813888, 549755814912, 4, 7, 35
549755813888, 549755814912, 8, 7, 32
549755813888, 549755814912, 16, 9, 32
549755813888, 549755814912, 32, 12, 36
549755813888, 549755814912, 64, 20, 44
549755813888, 549755814912, 128, 34, 58
549755813888, 549755814912, 256, 63, 84
549755813888, 549755814912, 512, 121, 147
549755813888, 549755814912, 1024, 237, 251
549755813888, 549755814912, 2048, 471, 485
549755813888, 549755814912, 4096, 940, 923
549755813888, 549755814912, 8192, 1874, 1857
549755813888, 549755814912, 16384, 3740, 3499
549755813888, 549755814912, 32768, 7487, 7326
1099511627776, 1099511628800, 2, 6, 11
1099511627776, 1099511628800, 4, 6, 29
1099511627776, 1099511628800, 8, 7, 29
1099511627776, 1099511628800, 16, 9, 32
1099511627776, 1099511628800, 32, 13, 40
1099511627776, 1099511628800, 64, 19, 41
1099511627776, 1099511628800, 128, 34, 55
1099511627776, 1099511628800, 256, 62, 77
1099511627776, 1099511628800, 512, 121, 138
1099511627776, 1099511628800, 1024, 233, 236
1099511627776, 1099511628800, 2048, 462, 461
1099511627776, 1099511628800, 4096, 917, 868
1099511627776, 1099511628800, 8192, 1838, 1665
1099511627776, 1099511628800, 16384, 3656, 3297
1099511627776, 1099511628800, 32768, 7318, 6573
2199023255552, 2199023256576, 2, 6, 12
2199023255552, 2199023256576, 4, 6, 30
2199023255552, 2199023256576, 8, 8, 31
2199023255552, 2199023256576, 16, 10, 34
2199023255552, 2199023256576, 32, 14, 37
2199023255552, 2199023256576, 64, 22, 49
2199023255552, 2199023256576, 128, 38, 57
2199023255552, 2199023256576, 256, 71, 87
2199023255552, 2199023256576, 512, 137, 148
2199023255552, 2199023256576, 1024, 268, 248
2199023255552, 2199023256576, 2048, 531, 473
2199023255552, 2199023256576, 4096, 1057, 915
2199023255552, 2199023256576, 8192, 2111, 1851
2199023255552, 2199023256576, 16384, 4214, 3559
2199023255552, 2199023256576, 32768, 8412, 6923
4398046511104, 4398046512128, 2, 6, 13
4398046511104, 4398046512128, 4, 7, 34
4398046511104, 4398046512128, 8, 8, 37
4398046511104, 4398046512128, 16, 9, 36
4398046511104, 4398046512128, 32, 13, 39
4398046511104, 4398046512128, 64, 20, 44
4398046511104, 4398046512128, 128, 34, 57
4398046511104, 4398046512128, 256, 62, 90
4398046511104, 4398046512128, 512, 119, 135
4398046511104, 4398046512128, 1024, 231, 251
4398046511104, 4398046512128, 2048, 457, 459
4398046511104, 4398046512128, 4096, 905, 881
4398046511104, 4398046512128, 8192, 1811, 1574
4398046511104, 4398046512128, 16384, 3607, 3484
4398046511104, 4398046512128, 32768, 7244, 6408
8796093022208, 8796093023232, 2, 7, 13
8796093022208, 8796093023232, 4, 7, 33
8796093022208, 8796093023232, 8, 8, 34
8796093022208, 8796093023232, 16, 10, 36
8796093022208, 8796093023232, 32, 14, 38
8796093022208, 8796093023232, 64, 22, 47
8796093022208, 8796093023232, 128, 38, 62
8796093022208, 8796093023232, 256, 72, 84
8796093022208, 8796093023232, 512, 138, 151
8796093022208, 8796093023232, 1024, 270, 250
8796093022208, 8796093023232, 2048, 530, 500
8796093022208, 8796093023232, 4096, 1052, 968
8796093022208, 8796093023232, 8192, 2101, 1858
8796093022208, 8796093023232, 16384, 4214, 3653
8796093022208, 8796093023232, 32768, 8385, 7090
17592186044416, 17592186045440, 2, 7, 14
17592186044416, 17592186045440, 4, 8, 35
17592186044416, 17592186045440, 8, 8, 35
17592186044416, 17592186045440, 16, 10, 37
17592186044416, 17592186045440, 32, 13, 41
17592186044416, 17592186045440, 64, 20, 51
17592186044416, 17592186045440, 128, 34, 61
17592186044416, 17592186045440, 256, 61, 83
17592186044416, 17592186045440, 512, 116, 141
17592186044416, 17592186045440, 1024, 226, 256
17592186044416, 17592186045440, 2048, 444, 481
17592186044416, 17592186045440, 4096, 882, 875
17592186044416, 17592186045440, 8192, 1756, 1654
17592186044416, 17592186045440, 16384, 3512, 3501
17592186044416, 17592186045440, 32768, 7021, 6730
35184372088832, 35184372089856, 2, 7, 15
35184372088832, 35184372089856, 4, 8, 34
35184372088832, 35184372089856, 8, 9, 38
35184372088832, 35184372089856, 16, 11, 38
35184372088832, 35184372089856, 32, 15, 42
35184372088832, 35184372089856, 64, 24, 50
35184372088832, 35184372089856, 128, 41, 67
35184372088832, 35184372089856, 256, 75, 103
35184372088832, 35184372089856, 512, 142, 162
35184372088832, 35184372089856, 1024, 278, 300
35184372088832, 35184372089856, 2048, 551, 563
35184372088832, 35184372089856, 4096, 1092, 1119
35184372088832, 35184372089856, 8192, 2181, 2154
35184372088832, 35184372089856, 16384, 4396, 4207
35184372088832, 35184372089856, 32768, 8738, 8584
70368744177664, 70368744178688, 2, 8, 15
70368744177664, 70368744178688, 4, 8, 45
70368744177664, 70368744178688, 8, 9, 40
70368744177664, 70368744178688, 16, 11, 44
70368744177664, 70368744178688, 32, 16, 46
70368744177664, 70368744178688, 64, 24, 60
70368744177664, 70368744178688, 128, 40, 68
70368744177664, 70368744178688, 256, 73, 102
70368744177664, 70368744178688, 512, 138, 165
70368744177664, 70368744178688, 1024, 273, 292
70368744177664, 70368744178688, 2048, 532, 500
70368744177664, 70368744178688, 4096, 1062, 986
70368744177664, 70368744178688, 8192, 2121, 2021
70368744177664, 70368744178688, 16384, 4240, 3787
70368744177664, 70368744178688, 32768, 8453, 7691
140737488355328, 140737488356352, 2, 8, 16
140737488355328, 140737488356352, 4, 8, 37
140737488355328, 140737488356352, 8, 9, 39
140737488355328, 140737488356352, 16, 11, 41
140737488355328, 140737488356352, 32, 15, 44
140737488355328, 140737488356352, 64, 23, 56
140737488355328, 140737488356352, 128, 38, 62
140737488355328, 140737488356352, 256, 68, 94
140737488355328, 140737488356352, 512, 131, 143
140737488355328, 140737488356352, 1024, 252, 259
140737488355328, 140737488356352, 2048, 498, 397
140737488355328, 140737488356352, 4096, 989, 763
140737488355328, 140737488356352, 8192, 1975, 1739
140737488355328, 140737488356352, 16384, 3968, 3322
140737488355328, 140737488356352, 32768, 7928, 6122
281474976710656, 281474976711680, 2, 8, 17
281474976710656, 281474976711680, 4, 9, 45
281474976710656, 281474976711680, 8, 10, 45
281474976710656, 281474976711680, 16, 12, 50
281474976710656, 281474976711680, 32, 17, 51
281474976710656, 281474976711680, 64, 26, 59
281474976710656, 281474976711680, 128, 45, 79
281474976710656, 281474976711680, 256, 86, 129
281474976710656, 281474976711680, 512, 156, 180
281474976710656, 281474976711680, 1024, 296, 320
281474976710656, 281474976711680, 2048, 582, 581
281474976710656, 281474976711680, 4096, 1150, 1081
281474976710656, 281474976711680, 8192, 2361, 2195
281474976710656, 281474976711680, 16384, 4676, 4121
281474976710656, 281474976711680, 32768, 9147, 8253
562949953421312, 562949953422336, 2, 9, 17
562949953421312, 562949953422336, 4, 9, 41
562949953421312, 562949953422336, 8, 10, 40
562949953421312, 562949953422336, 16, 12, 43
562949953421312, 562949953422336, 32, 16, 51
562949953421312, 562949953422336, 64, 24, 52
562949953421312, 562949953422336, 128, 39, 68
562949953421312, 562949953422336, 256, 68, 93
562949953421312, 562949953422336, 512, 129, 146
562949953421312, 562949953422336, 1024, 249, 253
562949953421312, 562949953422336, 2048, 491, 477
562949953421312, 562949953422336, 4096, 973, 917
562949953421312, 562949953422336, 8192, 1942, 1658
562949953421312, 562949953422336, 16384, 3875, 3681
562949953421312, 562949953422336, 32768, 7747, 7328
1125899906842624, 1125899906843648, 2, 9, 18
1125899906842624, 1125899906843648, 4, 9, 41
1125899906842624, 1125899906843648, 8, 11, 44
1125899906842624, 1125899906843648, 16, 13, 45
1125899906842624, 1125899906843648, 32, 18, 49
1125899906842624, 1125899906843648, 64, 28, 56
